39,83,89,12,58,22,27,30,95,21,81,90,4,8,73,12,89,56,96,15,11,21,99,55,60,70,36,61,42,24,11,74,83,24,72,85,36,73,7,46,85,23,72,70,52,86,96,97,65,41,55,56,27,23,81,54,100,76,36,1,20,53,60,19,58,89,84,71,64,18,33,83,71,98,42,48,5,91,15,46,93,22,98,57,88,3,87,23,79,15,52,36,47,11,12,34,25,27,52,72
93,84,64,26,1,81,98,97,96,81,94,11,20,87,15,25,4,42,93,1,27,34,99,5,84,85,30,48,62,56,99,75,74,3,100,6,22,91,20,54,13,44,81,98,26,31,43,95,18,61,49,36,56,85,2,98,55,90,53,35,67,4,52,37,99,79,89,65,71,57,20,56,89,100,75,89,90,25,22,23,93,49,6,57,88,15,75,15,5,95,20,89,84,33,74,12,5,67,28,87
53,18,51,86,66,2,60,4,17,86,51,64,36,87,59,19,42,36,95,74,42,74,36,55,89,94,19,22,16,45,2,23,46,57,7,70,85,16,19,81,75,82,5,47,96,80,21,39,37,19,69,65,100,95,56,29,53,82,36,74,13,11,68,15,26,56,93,5,56,89,51,7,7,62,44,94,88,51,24,47,53,21,64,10,11,73,58,80,13,17,93,98,71,24,67,61,27,91,62,8
8,18,6,21,62,67,16,4,24,34,86,19,63,13,20,3,85,81,65,66,62,87,12,38,50,82,97,29,24,41,15,54,70,96,27,30,63,26,63,6,77,65,75,42,16,47,96,39,67,19,26,56,57,95,2,64,7,61,29,100,40,99,33,36,8,22,47,30,32,51,19,20,41,85,3,74,25,39,42,50,89,89,79,21,76,71,60,20,36,52,72,59,48,57,36,86,48,11,70,89
34,93,9,13,41,53,67,61,61,8,34,35,65,15,4,14,63,98,91,64,22,5,51,60,62,9,2,37,86,4,66,28,16,29,15,15,40,26,14,49,4,43,89,39,55,37,30,33,76,78,78,75,61,24,53,97,67,9,79,5,5,18,15,43,91,100,40,32,17,58,91,76,17,73,69,73,83,45,83,15,72,40,76,23,42,65,80,94,4,99,91,11,57,43,35,27,42,11,19,54
34,32,100,95,13,12,58,7,3,93,9,18,22,55,53,56,43,3,49,24,97,2,35,58,67,4,30,96,87,51,47,64,24,68,57,47,57,20,24,46,52,68,93,44,19,93,15,90,11,86,94,51,14,88,58,23,15,94,81,78,20,6,11,93,26,26,7,88,71,17,62,89,1,93,38,91,100,12,76,96,70,58,7,47,93,68,64,10,26,87,43,47,59,45,93,66,29,92,74,81
67,29,63,34,83,51,39,48,53,53,49,22,78,80,84,6,81,23,69,83,6,49,48,61,32,100,94,43,60,43,45,45,14,3,40,36,71,22,76,6,15,40,6,52,10,32,20,58,80,85,50,65,73,27,27,18,34,17,66,10,37,5,72,32,17,71,83,95,48,71,63,32,76,78,15,79,31,34,20,48,60,28,53,72,34,34,95,84,92,84,64,48,94,92,44,58,67,41,37,91
95,79,79,54,77,99,14,20,64,36,76,73,1,84,30,67,18,61,5,87,20,79,10,88,25,32,30,78,52,20,22,97,62,98,84,100,64,34,1,96,15,51,63,45,70,96,24,88,89,60,43,23,6,66,46,39,44,72,74,94,53,27,75,74,12,88,33,53,43,27,96,55,94,81,83,35,62,96,35,96,47,97,28,48,23,75,79,46,7,58,21,52,69,49,98,17,16,37,13,3
19,88,47,69,1,30,32,97,29,18,23,47,28,29,63,6,25,47,6,62,11,91,61,33,16,53,77,95,44,89,47,26,44,1,71,54,23,18,9,27,44,50,41,89,92,62,92,61,98,23,78,22,14,39,50,25,33,29,21,40,38,88,65,25,15,46,9,50,70,15,85,44,14,9,39,36,89,61,41,16,12,37,75,43,82,83,33,7,33,19,4,46,68,47,66,9,74,97,52,91
3,54,6,60,73,1,22,4,17,28,89,84,70,24,75,34,79,20,74,85,3,11,59,19,18,35,90,73,21,96,9,26,60,13,97,67,80,2,19,25,90,64,66,16,37,87,36,27,61,30,4,29,12,66,27,49,26,58,80,42,50,62,45,61,35,79,81,15,18,42,5,46,40,25,17,89,20,50,9,94,45,85,14,53,49,81,82,3,73,28,20,94,20,26,97,47,92,90,24,86
83,13,35,54,44,13,91,98,94,93,7,42,78,29,93,58,99,72,89,40,42,18,2,29,39,18,86,22,2,53,71,98,6,2,1,50,18,14,13,17,89,3,34,7,92,6,98,16,44,66,13,40,71,11,30,88,63,3,19,20,11,50,90,85,9,37,85,76,15,13,6,85,55,85,26,7,25,23,67,82,10,78,83,89,90,35,78,59,65,33,65,23,22,20,75,69,67,10,88,52
90,86,6,20,96,57,40,13,78,76,39,16,88,50,2,47,54,60,51,29,7,99,1,56,13,30,73,25,4,5,72,26,91,52,12,1,40,1,99,75,35,8,45,27,60,18,55,84,29,50,38,79,86,49,17,43,16,90,78,62,90,78,1,92,72,32,27,33,40,37,24,60,40,60,55,35,39,72,32,81,94,34,41,44,57,59,70,30,25,74,37,47,16,79,41,4,69,17,36,31
66,43,22,64,97,49,79,40,4,39,8,76,60,10,92,3,78,48,88,74,15,58,12,23,29,92,94,60,31,31,88,90,70,90,89,66,46,88,13,69,93,42,54,48,23,32,61,49,87,27,48,49,86,94,53,95,69,52,74,40,19,4,34,98,46,11,89,88,97,39,89,72,12,95,17,65,9,40,53,23,65,96,34,26,93,15,68,55,59,18,31,17,2,30,96,66,53,86,84,77
39,92,46,96,78,8,28,48,72,84,34,53,74,53,14,28,42,93,64,15,91,13,1,7,98,71,24,88,83,46,69,71,75,64,9,2,60,89,14,53,62,49,33,54,79,50,57,38,98,60,27,25,71,31,92,54,79,92,69,34,91,1,59,33,19,70,99,46,55,87,14,69,42,81,31,44,65,88,60,4,17,45,90,58,75,26,17,60,92,41,6,52,60,4,41,81,51,36,40,47
90,81,98,17,64,46,35,65,30,41,57,9,21,50,58,51,55,92,42,76,34,93,48,34,5,6,58,74,15,12,47,10,5,54,79,91,21,21,57,63,43,79,56,50,59,33,96,4,38,51,81,9,56,91,15,81,43,6,98,91,17,58,36,99,6,63,43,100,99,100,96,9,17,8,72,92,31,16,92,8,42,99,22,56,14,63,17,4,55,7,3,51,73,66,39,30,40,22,20,17
41,53,95,18,57,98,78,51,8,27,39,61,70,32,58,84,54,41,71,15,3,55,43,1,88,39,73,25,4,95,29,18,79,27,54,19,45,28,42,70,11,65,6,94,29,9,68,38,58,74,71,23,20,21,40,17,52,23,40,19,2,67,60,24,57,60,82,40,40,80,75,59,55,7,48,33,63,66,93,63,19,100,61,56,35,60,7,9,25,20,48,21,49,35,54,54,100,68,41,58
82,12,77,97,66,20,100,71,88,17,79,81,62,58,82,41,36,63,22,29,50,64,15,22,45,97,24,41,87,86,4,58,24,93,57,66,59,77,21,93,69,82,56,20,29,69,56,36,75,35,74,57,55,67,24,35,25,56,74,44,59,19,28,65,44,63,61,88,57,42,36,73,27,72,74,56,62,53,40,2,7,59,43,75,12,27,83,94,20,27,72,97,2,53,76,53,18,47,3,71
32,11,22,66,34,3,54,75,84,9,2,73,27,80,39,73,24,38,18,44,94,62,66,29,41,52,7,42,3,95,73,19,85,73,68,99,15,14,88,36,77,15,37,9,87,87,40,68,7,67,85,53,77,79,41,58,59,60,76,26,40,40,71,23,15,34,62,84,29,71,60,69,83,33,9,71,48,16,47,9,33,1,40,37,100,12,40,54,1,89,92,99,5,61,89,74,47,10,22,76
32,50,40,68,37,65,21,2,60,35,22,31,96,47,10,1,18,76,62,91,41,4,77,33,12,68,66,56,61,68,62,44,55,30,91,12,53,67,43,13,74,69,8,62,50,11,33,46,42,6,14,38,9,46,48,11,18,72,100,48,44,54,16,94,93,64,97,49,74,64,23,32,19,9,31,52,78,26,32,40,49,86,37,26,95,54,63,4,32,83,57,79,20,99,98,39,46,45,46,88
48,4,70,83,42,68,15,31,48,14,12,56,79,95,9,23,46,81,97,94,32,76,68,95,75,38,72,74,84,73,37,30,38,55,19,88,55,6,10,30,15,90,49,41,56,52,60,59,54,82,47,36,91,77,93,88,75,1,43,27,87,31,74,16,79,39,78,21,43,25,18,46,1,25,83,8,53,73,72,52,92,55,15,35,15,50,97,54,15,23,2,59,36,92,100,22,12,18,95,28
16,40,58,54,82,44,51,100,26,80,64,97,31,89,56,78,27,72,31,92,23,66,48,58,31,76,26,49,11,61,30,24,18,19,55,86,3,17,42,95,16,56,17,75,75,54,7,27,19,34,7,73,73,24,60,74,70,60,56,21,77,91,100,71,84,78,23,19,13,99,99,60,75,48,5,61,51,18,84,40,28,63,36,97,9,73,76,52,29,45,60,4,52,62,60,57,87,56,66,67
66,67,32,25,62,78,21,84,78,69,91,2,42,44,58,40,94,90,33,79,76,44,47,29,6,58,38,20,17,66,91,1,99,22,100,79,27,44,27,58,47,55,30,81,54,46,66,24,64,39,5,64,90,26,54,95,10,57,39,77,22,97,62,34,96,19,76,75,43,47,75,14,76,13,50,100,39,65,87,87,42,55,36,23,13,5,27,36,68,53,92,83,70,29,13,64,43,83,64,72
49,36,57,10,61,61,72,81,61,2,94,39,83,80,36,13,21,64,54,28,60,97,35,43,71,16,97,19,15,45,85,28,42,73,70,70,34,93,93,15,94,82,82,71,2,43,33,14,41,82,65,80,69,16,46,81,43,5,70,52,15,62,81,74,67,16,59,62,77,55,3,100,31,22,22,55,15,85,47,56,80,94,57,31,38,43,33,25,22,73,92,95,4,53,17,61,69,78,45,100
70,34,97,60,14,75,41,24,7,58,88,7,59,88,21,42,5,33,74,44,75,100,35,39,28,47,77,27,65,71,47,57,73,20,89,59,19,83,9,63,23,92,11,13,76,40,10,89,1,35,32,18,1,35,83,10,30,22,45,30,8,37,83,24,45,65,24,96,28,79,63,50,94,23,40,3,35,55,7,92,24,49,64,73,50,54,62,32,46,51,25,98,34,44,39,7,53,65,67,93
