23,62,25,41,26,34,45,60,45,50,56,65,51,97,85,68,20,10,4,23,64,59,93,35,40,57,19,10,41,16,89,36,88,35,78,20,4,72,60,19,52,25,89,34,91,42,12,100,70,65,73,79,93,30,83,99,17,33,81,68,56,52,91,96,44,40,4,47,64,82,9,37,99,15,88,2,58,67,40,94,6,76,90,77,21,48,89,3,87,78,30,36,56,72,57,44,26,28,65,2
2,6,12,81,59,54,58,43,95,11,42,67,28,56,64,47,85,57,84,1,72,70,58,27,77,29,24,6,40,82,54,14,74,35,53,23,13,17,2,17,33,26,16,57,97,45,77,26,88,11,79,34,24,93,7,26,82,26,19,77,98,94,52,81,9,42,74,71,77,79,46,33,96,72,34,62,55,40,54,4,100,2,46,9,68,78,4,19,25,21,12,71,49,23,52,52,54,75,53,14
72,75,68,4,95,76,28,11,31,44,42,12,60,29,63,4,70,95,54,87,12,53,82,66,57,64,55,66,61,1,5,43,88,80,46,43,11,16,77,46,32,56,12,100,87,51,42,28,54,72,28,14,69,86,28,80,16,37,25,40,54,84,53,54,89,33,60,6,90,33,92,59,36,59,14,41,65,76,12,80,28,83,1,21,71,56,25,24,97,77,69,88,67,91,24,57,88,49,97,98
42,100,41,18,42,33,61,81,90,19,39,77,50,97,21,8,56,59,93,74,89,67,16,93,45,39,2,30,51,59,67,20,60,14,20,52,42,89,9,67,71,64,88,76,42,56,32,33,7,83,61,62,31,58,100,40,16,26,16,76,7,41,40,43,96,63,93,81,64,5,55,49,64,40,77,42,5,23,46,13,50,25,79,42,100,90,13,45,66,50,59,71,53,29,92,62,80,48,12,22
25,66,81,73,21,57,100,73,84,34,46,52,7,20,98,88,34,6,47,4,50,24,47,49,72,29,52,15,5,54,54,74,12,54,59,68,36,39,24,48,9,67,76,91,91,47,59,57,99,17,4,74,6,98,96,31,45,59,59,16,26,4,97,80,74,35,98,100,71,20,55,27,12,56,20,20,54,54,61,13,73,59,73,5,82,74,57,14,66,55,66,7,73,100,6,9,54,80,8,55
28,51,68,8,86,82,76,22,45,4,38,63,13,12,2,39,43,35,83,92,2,19,60,98,92,42,3,70,70,65,99,62,37,28,20,21,56,53,96,65,58,85,30,13,60,79,81,50,51,61,27,84,18,45,93,97,13,17,2,16,38,50,72,59,37,20,1,59,54,50,86,69,8,8,57,46,18,43,80,98,20,12,47,48,23,57,23,24,2,23,78,60,98,35,47,66,96,24,87,63
78,89,25,24,10,72,34,92,51,33,80,71,64,35,47,58,13,42,69,93,19,22,32,5,37,52,3,88,46,43,99,67,41,39,75,33,56,8,93,16,57,33,76,92,13,39,16,9,9,50,88,68,16,92,62,65,71,59,1,95,75,35,55,90,63,23,40,7,67,30,72,9,56,55,16,26,60,46,66,18,17,47,39,94,78,32,39,86,80,48,12,87,72,80,84,96,58,75,41,13
2,33,37,52,49,32,25,57,62,83,41,87,14,32,60,47,53,61,19,22,48,34,5,90,3,27,9,89,97,37,39,89,48,44,95,73,12,65,91,82,45,84,79,23,9,9,76,8,92,58,7,18,86,18,67,15,61,15,36,42,65,2,81,26,17,19,43,81,14,40,68,94,80,69,81,97,54,87,92,97,97,58,97,45,53,60,48,21,78,26,22,31,7,27,17,36,49,33,41,65
17,66,42,70,69,94,52,41,29,68,19,70,16,50,89,57,38,51,12,32,28,4,38,80,21,57,98,96,84,47,33,18,91,75,91,49,42,14,27,9,97,79,44,22,60,14,79,33,36,68,63,40,62,75,63,79,96,4,89,38,29,42,14,49,44,33,40,47,100,36,73,78,61,68,67,73,19,61,88,5,38,54,17,85,4,90,6,39,17,27,81,97,74,54,50,98,63,72,48,26
89,87,95,83,46,94,61,68,7,27,81,78,67,70,25,12,85,76,36,39,68,39,33,79,36,82,27,48,17,53,47,58,2,17,66,79,3,33,22,64,12,79,62,31,35,4,76,39,7,71,74,73,43,12,53,8,6,98,53,2,61,60,79,58,15,58,59,3,50,33,2,32,53,77,96,52,60,31,96,32,62,80,40,15,77,67,87,4,48,52,42,95,74,10,91,73,50,83,21,49
